image_url,price,title,url,internal_name,category,match
https://www.taiyou.fr/an_content/_upload/img-prod/37123/3_1.jpg,0,twice  twice tv6  twice in singapore 3 dvd,https://www.taiyou.fr/p/twice-tv6-in-singapore-3-disc/37123.html,twice tv6 twice in singapore,autre,1
https://www.taiyou.fr/an_content/_upload/img-prod/37143/3_1.jpg,0,twice  what is love ? monograph  edition limited,https://www.taiyou.fr/p/what-is-love-monograph/37143.html,what is love ? monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/37227/3_1.jpg,0,twice  fanmeeting one begins 2 dvd,https://www.taiyou.fr/p/twice-fanmeeting-one-begins-2-dvd/37227.html,fanmeeting one begins dvd,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/37228/3_1.jpg,0,twice  fanmeeting one begins 2 bluray,https://www.taiyou.fr/p/twice-fanmeeting-one-begins-2-blu-ray/37228.html,fanmeeting one begins blueray,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/37394/3_1.jpg,0,twice  bdz  japan 1st album normal edition,https://www.taiyou.fr/p/twice-bdz-japan-1st-album-normal-edition/37394.html,bdz normal edition,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/37395/3_1.jpg,75.00,twice  bdz  japan 1st album limited edition  a,https://www.taiyou.fr/p/twice-bdz-japan-1st-album-limited-edition-ver-a/37395.html,bdz limited edition,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/37474/3_1.jpg,22.00,twice  yes or yes  6th mini album,https://www.taiyou.fr/p/twice-yes-or-6th-mini-album/37474.html,yes or yes,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/37810/3_1.jpg,0,twice  the year of yes  3rd special album,https://www.taiyou.fr/p/twice-the-year-of-yes-3rd-special-album/37810.html,the year of yes,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/38039/3_1.jpg,0,twice  summer nights monograph  edition limited,https://www.taiyou.fr/p/twice-summer-nights-monograph-edition-limitee/38039.html,summer nights monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/38203/3_1.jpg,0,twice  twice monograph yes or yes limited,https://www.taiyou.fr/p/twice-monograph-yes-or-limite/38203.html,yes or yes monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/38204/3_1.jpg,0,"twice  twice monograph the year of ""yes"" limited",https://www.taiyou.fr/p/twice-monograph-the-year-of-yes-limite/38204.html,the year of yes monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/38464/3_1.jpg,0,twice  twice tv 2018 dvd 4 dvd,https://www.taiyou.fr/p/twice-tv-2018-dvd-4/38464.html,twice tv2018,autre,1
https://www.taiyou.fr/an_content/_upload/img-prod/38900/3_1.jpg,23.00,twice  fancy you  the 7th mini album,https://www.taiyou.fr/p/twice-fancy-you-the-7th-mini-album/38900.html,fancy you,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/39364/3_1.jpg,0,twice  twiceland zone 2：fantasy park  3dvd,https://www.taiyou.fr/p/twiceland-zone-2-fantasy-park-3dvd/39364.html,twiceland zone 2 fantasy park dvd,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/39365/3_1.jpg,0,twice  twiceland zone 2：fantasy park  2bluray,https://www.taiyou.fr/p/twiceland-zone-2-fantasy-park-2blu-ray/39365.html,twiceland zone 2 fantasy park blueray,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/40678/3_1.jpg,23.00,twice  feel special  mini album 8,https://www.taiyou.fr/p/twice-feel-special-mini-album-vol-8/40678.html,feel special,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/42910/3_1.jpg,0,twice  twice world tour 2019  twicelights in seoul 2 bluray,https://www.taiyou.fr/p/twice-world-tour-2019-twicelights-in-seoul-2-bluray/42910.html,twicelights world tour 2019 in seoul bluray,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/42911/3_1.jpg,0,twice  twice world tour 2019  twicelights in seoul 2dvd,https://www.taiyou.fr/p/twice-world-tour-2019-twicelights-in-seoul-2dvd/42911.html,twicelights world tour 2019 in seoul dvd,concert,1
https://www.taiyou.fr/an_content/_upload/img-prod/43048/3_1.jpg,0,twice  more & more  mini album 9,https://www.taiyou.fr/p/twice-more-mini-album-vol-9/43048.html,more & more,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/43318/3_1.jpg,0,twice  twice monograph more & more  photobook,https://www.taiyou.fr/p/twice-monograph-more-photobook/43318.html,more & more monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/44021/3_1.jpg,0,twice  twicezine 2,https://www.taiyou.fr/p/twice-twicezine-vol-2/44021.html,twicezine 2,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/44165/3_1.jpg,0,twice  eyes wide open  album 2,https://www.taiyou.fr/p/twice-eyes-wide-open-album-vol-2/44165.html,eyes wide open,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/44606/3_1.jpg,35.00,twice  beyond live  twice  world in a day photobook,https://www.taiyou.fr/p/twice-beyond-live-world-in-a-day-photobook/44606.html,beyond live twice world in a day,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/44713/3_1.jpg,0,twice  monograph eyes wide open  photobook,https://www.taiyou.fr/p/twice-monograph-eyes-wide-open-photobook/44713.html,eyes wide open monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/45426/3_1.jpg,0,"sana  yes, i am sana  1st photobook white ",https://www.taiyou.fr/p/sana-yes-i-am-1st-photobook-white-ver/45426.html,"yes, am sana white",photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/44415/3_1.jpg,0,"mina  yes, i am mina  1st photobook gray  a",https://www.taiyou.fr/p/mina-yes-ia-am-1st-photobook-gray-ver/44415.html,"yes, am mina gray",photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/44416/3_1.jpg,0,"mina  yes, i am mina  1st photobook pink  b",https://www.taiyou.fr/p/mina-yes-ib-am-1st-photobook-pink-ver/44416.html,"yes, am mina pink",photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/46125/3_1.jpg,0,twice  monograph taste of love  photobook,https://www.taiyou.fr/p/twice-monograph-taste-of-love-photobook/46125.html,taste of love monograph,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/46297/3_1.jpg,0,"jihyo  yes, i am jihyo  1st photobook lemon  a",https://www.taiyou.fr/p/jihyo-yes-ia-am-1st-photobook-lemon-ver/46297.html,"yes, am jihyo lemon",photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/46298/3_1.jpg,0,"jihyo  yes, i am jihyo  1st photobook cobalt blue  b",https://www.taiyou.fr/p/jihyo-yes-ib-am-1st-photobook-cobalt-blue-ver/46298.html,"yes, am jihyo cobalt blue",photobook,,1
https://www.taiyou.fr/an_content/_upload/img-prod/46524/3_1.jpg,0,twice  formula of love o+t=<3  album 3,https://www.taiyou.fr/p/twice-formula-of-love-ot33-album-vol/46524.html,formula of love o+t=<3,album,1
https://www.taiyou.fr/an_content/_upload/img-prod/46537/3_1.jpg,55.00,twice  happy twice & once day!  ar photobook,https://www.taiyou.fr/p/twice-happy-once-day-ar-photobook/46537.html,happy twice & once day!,photobook,1
https://www.taiyou.fr/an_content/_upload/img-prod/46702/3_1.jpg,58.00,twice  2022 seasons greetings,https://www.taiyou.fr/p/twice-2022-season-s-greetings/46702.html,seasons greetings 2022,autre,1
https://www.taiyou.fr/an_content/_upload/img-prod/46766/3_1.jpg,15.00,jewel twice  formula of love o+t=<3 result file   album 3,https://www.taiyou.fr/p/twice-formula-of-love-ot33-result-file-ver-album-vol/46766.html,formula of love o+t=<3 result file,album,1
